dataset	gene	UTRPRISM	Sequence-only	Zero coverage	miRanda	tg_repression	wt_mean
GSE83684	Arid4b	0.1615798922800718	0.1576900059844404	0.1645721125074805	0.109964093357271	0.894577845143417	16.6742
GSE83684	Armc8	0.1110113704368641	0.1116098144823459	0.104129263913824	0.0176540993417115	0.4853058003889141	14.0578
GSE83684	Arpc5l	0.1247755834829443	0.142130460801915	0.1460203470975463	0.0176540993417115	0.3191125500634584	136.002
GSE83684	Arpp19	0.3464164991623866	0.2152172999758169	0.2081022777943885	0.3874474105450579	-0.0516237059091118	21.1138
GSE83684	Ascc2	0.1038242398019995	0.0544426596113263	0.0901279940851846	0.2481636388050348	-0.3926602177598246	21.9081
GSE83684	Atf2	0.1077398210635726	0.1582751881120168	0.0921628696137963	0.0121102032223145	0.5529448265644206	10.0441
GSE83684	B4galnt1	0.0332136445242369	0.0032914422501496	0.0451825254338719	0.0330640335128665	0.0114486806902851	33.6632
GSE83684	B9d2	0.1460203470975463	0.1442250149611011	0.1358467983243566	0.0070317175344105	-0.4847550437508019	16.423
GSE83684	BC035044	0.4499864758754006	0.331122689014856	0.3757895025817748	0.3672764704220819	0.0816521568715327	88.2796
GSE83684	Bin1	0.0338120885697187	0.0388988629563135	0.0631358467983243	0.0330640335128665	-0.6470448848715415	46.1107
GSE83684	Brd1	0.1532016756433273	0.1484141232794733	0.1579892280071813	0.0923099940155595	-0.2375618079386532	10.4375
GSE83684	Brix1	0.2910651143591758	0.3139004792525583	0.3304521816683824	0.1454032534800101	0.4732099618985952	40.7779
GSE83684	Caml	0.3321364452423698	0.3278702520261724	0.3139261742185	0.1980650861776003	-0.0643057049077762	10.1345
GSE83684	Cars2	0.0197486535008976	0.0038898862956313	0.0335128665469778	0.1313584679832435	0.683598643236428	16.9593
GSE83684	Casp2	0.3903806020145717	0.4300440264712784	0.3144139915504425	0.3478843559404074	-0.2246630497467245	13.4888
GSE83684	Cbr4	0.0990424895272292	0.1059245960502693	0.1128067025733094	0.0435368043087971	-0.3779616684390263	11.7763
GSE83684	Cc2d1b	0.2661177890393564	0.1610195762485681	0.2019715498706134	0.0805814853679602	-0.0558674568437984	20.8769
GSE83684	Ccdc25	0.189848499165328	0.1245393555702541	0.1590534969190906	0.1569407076227846	-0.0403727568365721	14.0278
GSE83684	Ccnt1	0.106593643044937	0.0323619264070719	0.0070883119619326	0.1216965104212194	-0.4034237416601991	30.7722
GSE83684	Cd53	0.3265366004068093	0.3017774285472729	0.3067788293373517	0.1274420578518013	0.5251412385584207	123.158
GSE83684	Cdc25b	0.0437998769101506	0.0530417759504851	0.074497125987311	0.1733234208518311	0.2103898253871525	16.7569
GSE83684	Cdc27	0.1463195691202872	0.1451226810293237	0.1256732495511669	0.0712148414123279	-0.2254036886056885	13.935
GSE83684	Cdip1	0.0546051181056676	0.032641724314566	0.1463320021683235	0.1569407076227846	0.0436446054850869	11.9586
